"","participant_id","project_code","project","survey_language","country","institute_code","institution","setting","participant_code..original.data.","condition","greencar","greensoap","greendishwasher","race","recoded_race","nationality","original_gender","gender","original_age","age","RorD","LiborCon","new_condition","total","Groups.New","US_or_other","year"
"2040",3271,24,"#20-22","English","USA",15,"Arkansas Tech","Online",NA,"status story",0,1,0,"white (non-hispanic)",NA,NA,"female","Female","22",22,NA,"Liberal","Status",1,1,"USA","2020"
"2041",3273,24,"#20-22","English","USA",15,"Arkansas Tech","Online",NA,"status story",0,0,1,"white (non-hispanic)",NA,NA,"female","Female","22",22,NA,NA,"Status",1,1,"USA","2020"
"2042",3287,24,"#20-22","English","USA",15,"Arkansas Tech","Online",NA,"control story",0,1,1,"hispanic",NA,NA,"female","Female","22",22,NA,"Conservative","Control",2,1,"USA","2020"
"2043",3296,24,"#20-22","English","USA",15,"Arkansas Tech","Online",NA,"status story",1,1,0,"black (non-hispanic)",NA,NA,"female","Female","22",22,NA,NA,"Status",2,1,"USA","2020"
"2044",3322,24,"#20-22","English","USA",15,"Arkansas Tech","Online",NA,"control story",0,0,0,"white (non-hispanic)",NA,NA,"male","Male","22",22,NA,"Conservative","Control",0,1,"USA","2020"
"2045",3327,24,"#20-22","English","USA",15,"Arkansas Tech","Online",NA,"control story",0,0,0,"american indian/native",NA,NA,"female","Female","22",22,NA,NA,"Control",0,1,"USA","2020"
"2046",3351,5,"#20-34","English","USA",6,"Georgia Gwinnett College","Online","14","control story",1,1,1,"Asian or Asian Indian","Asian or Asian Indian",NA,"Male","Male","22",22,NA,NA,"Control",3,1,"USA","2020"
"2047",3356,5,"#20-34","English","USA",6,"Georgia Gwinnett College","Online","19","control story",1,0,0,"Middle Eastern or North African","Middle Eastern or North African",NA,"Male","Male","22",22,NA,NA,"Control",1,1,"USA","2020"
"2048",3380,5,"#20-34","English","USA",6,"Georgia Gwinnett College","Online","43","control story",0,0,1,"Asian or Asian Indian","Asian or Asian Indian",NA,"Female","Female","22",22,NA,NA,"Control",1,1,"USA","2020"
"2049",3387,5,"#20-34","English","USA",6,"Georgia Gwinnett College","Online","50","control story",0,0,0,"Hispanic, Latino, or Spanish","Hispanic or Latino",NA,"Male","Male","22",22,NA,NA,"Control",0,1,"USA","2020"
"2050",3390,5,"#20-34","English","USA",6,"Georgia Gwinnett College","Online","53","control story",NA,0,1,"Black or African American","Black or African American",NA,"Male","Male","22",22,NA,NA,"Control",NA,1,"USA","2020"
"2051",3398,5,"#20-34","English","USA",6,"Georgia Gwinnett College","Online","61","control story",1,0,1,"Middle Eastern or North African","Middle Eastern or North African",NA,"Male","Male","22",22,NA,NA,"Control",2,1,"USA","2020"
"2052",3403,5,"#20-34","English","USA",6,"Georgia Gwinnett College","Online","66","control story",0,1,0,"Hispanic, Latino, or Spanish","Hispanic or Latino",NA,"Female","Female","22",22,NA,NA,"Control",1,1,"USA","2020"
"2053",3414,5,"#20-34","English","USA",6,"Georgia Gwinnett College","Online","77","status story",1,0,1,"Hispanic, Latino, or Spanish","Hispanic or Latino",NA,"Male","Male","22",22,NA,NA,"Status",2,1,"USA","2020"
"2054",3430,5,"#20-34","English","USA",6,"Georgia Gwinnett College","Online","93","status story",0,1,1,"Hispanic, Latino, or Spanish","Hispanic or Latino",NA,"Male","Male","22",22,NA,NA,"Status",2,1,"USA","2020"
"2055",3458,5,"#20-34","English","USA",6,"Georgia Gwinnett College","Online","121","status story",0,1,1,"Asian or Asian Indian","Asian or Asian Indian",NA,"Male","Male","22",22,NA,NA,"Status",2,1,"USA","2020"
"2056",4,22,"#14-3","Dutch","The Netherlands",18,"Tilburg University","Lab",NA,"no story",1,0,1,NA,NA,NA,"Female","Female","23",23,NA,NA,"Control",2,0,"other","2014"
"2057",5,22,"#14-3","Dutch","The Netherlands",18,"Tilburg University","Lab",NA,"control story",1,1,1,NA,NA,NA,"Female","Female","23",23,NA,NA,"Control",3,0,"other","2014"
"2058",15,22,"#14-3","Dutch","The Netherlands",18,"Tilburg University","Lab",NA,"no story",1,0,0,NA,NA,NA,"Male","Male","23",23,NA,NA,"Control",1,0,"other","2014"
"2059",41,22,"#14-3","Dutch","The Netherlands",18,"Tilburg University","Lab",NA,"status story",1,0,0,NA,NA,NA,"Female","Female","23",23,NA,NA,"Status",1,0,"other","2014"
"2060",45,22,"#14-3","Dutch","The Netherlands",18,"Tilburg University","Lab",NA,"status story",0,1,1,NA,NA,NA,"Female","Female","23",23,NA,NA,"Status",2,0,"other","2014"
"2061",76,22,"#14-3","Dutch","The Netherlands",18,"Tilburg University","Lab",NA,"control story",1,0,0,NA,NA,NA,"Female","Female","23",23,NA,NA,"Control",1,0,"other","2014"
"2062",78,22,"#14-3","Dutch","The Netherlands",18,"Tilburg University","Lab",NA,"no story",0,0,1,NA,NA,NA,"Male","Male","23",23,NA,NA,"Control",1,0,"other","2014"
"2063",135,22,"#14-3","Dutch","The Netherlands",18,"Tilburg University","Lab",NA,"no story",0,1,0,NA,NA,NA,"Female","Female","23",23,NA,NA,"Control",1,0,"other","2014"
"2064",164,22,"#14-3","Dutch","The Netherlands",18,"Tilburg University","Lab",NA,"no story",0,1,0,NA,NA,NA,"Male","Male","23",23,NA,NA,"Control",1,0,"other","2014"
"2065",166,22,"#14-3","Dutch","The Netherlands",18,"Tilburg University","Lab",NA,"control story",0,1,0,NA,NA,NA,"Female","Female","23",23,NA,NA,"Control",1,0,"other","2014"
"2066",183,22,"#14-3","Dutch","The Netherlands",18,"Tilburg University","Lab",NA,"no story",1,1,1,NA,NA,NA,"Male","Male","23",23,NA,NA,"Control",3,0,"other","2014"
"2067",322,23,"#16-18","English","USA",19,"University of Minnesota","Lab","904","control story",1,1,1,"White/Caucasian/European American","White",NA,"Female","Female","23",23,"Democrat","Liberal","Control",3,0,"USA","2016"
"2068",334,23,"#16-18","English","USA",19,"University of Minnesota","Lab","514","control story",1,1,1,"White/Caucasian/European American","White",NA,"Male","Male","23",23,"Democrat","Liberal","Control",3,0,"USA","2016"
"2069",338,23,"#16-18","English","USA",19,"University of Minnesota","Lab","70","control story",1,0,1,"Asian/Pacific Islander/Asian American","Asian or Asian Indian",NA,"Female","Female","23",23,"Democrat","Liberal","Control",2,0,"USA","2016"
"2070",346,23,"#16-18","English","USA",19,"University of Minnesota","Lab","215","control story",0,0,1,"White/Caucasian/European American","White",NA,"Female","Female","23",23,"Democrat",NA,"Control",1,0,"USA","2016"
"2071",360,23,"#16-18","English","USA",19,"University of Minnesota","Lab","202","control story",0,0,0,"Asian/Pacific Islander/Asian American","Asian or Asian Indian",NA,"Male","Male","23",23,NA,"Conservative","Control",0,0,"USA","2016"
"2072",366,23,"#16-18","English","USA",19,"University of Minnesota","Lab","160","control story",1,0,0,"White/Caucasian/European American","White",NA,"Male","Male","23",23,"Republican","Conservative","Control",1,0,"USA","2016"
"2073",367,23,"#16-18","English","USA",19,"University of Minnesota","Lab","132","control story",0,0,1,"Asian/Pacific Islander/Asian American","Asian or Asian Indian",NA,"Female","Female","23",23,NA,"Conservative","Control",1,0,"USA","2016"
"2074",373,23,"#16-18","English","USA",19,"University of Minnesota","Lab","207","control story",0,0,0,"White/Caucasian/European American","White",NA,"Female","Female","23",23,"Republican","Conservative","Control",0,0,"USA","2016"
"2075",374,23,"#16-18","English","USA",19,"University of Minnesota","Lab","217","control story",1,0,0,"White/Caucasian/European American","White",NA,"Female","Female","23",23,"Republican","Conservative","Control",1,0,"USA","2016"
"2076",375,23,"#16-18","English","USA",19,"University of Minnesota","Lab","141","control story",0,1,0,"Asian/Pacific Islander/Asian American","Asian or Asian Indian",NA,"Male","Male","23",23,NA,"Conservative","Control",1,0,"USA","2016"
"2077",382,23,"#16-18","English","USA",19,"University of Minnesota","Lab","314","control story",1,1,1,"Asian/Pacific Islander/Asian American",NA,NA,"Male","Male","23",23,NA,NA,"Control",3,0,"USA","2016"
"2078",399,23,"#16-18","English","USA",19,"University of Minnesota","Lab","713","no story",0,0,1,"Hispanic/Latino/Mexican","Hispanic or Latino",NA,"Female","Female","23",23,"Democrat","Liberal","Control",1,0,"USA","2016"
"2079",462,23,"#16-18","English","USA",19,"University of Minnesota","Lab","518","no story",0,0,1,"Asian/Pacific Islander/Asian American","Asian or Asian Indian",NA,"Male","Male","23",23,"Democrat",NA,"Control",1,0,"USA","2016"
"2080",498,23,"#16-18","English","USA",19,"University of Minnesota","Lab","108","no story",0,0,0,"Asian/Pacific Islander/Asian American",NA,NA,"Female","Female","23",23,"Democrat",NA,"Control",0,0,"USA","2016"
"2081",509,23,"#16-18","English","USA",19,"University of Minnesota","Lab","701","status story",0,1,0,"Black/African American","Black or African American",NA,"Female","Female","23",23,NA,"Liberal","Status",1,0,"USA","2016"
"2082",531,23,"#16-18","English","USA",19,"University of Minnesota","Lab","914","status story",1,1,1,"White/Caucasian/European American","White",NA,"Male","Male","23",23,"Democrat","Liberal","Status",3,0,"USA","2016"
"2083",549,23,"#16-18","English","USA",19,"University of Minnesota","Lab","510","status story",0,0,0,"White/Caucasian/European American","White",NA,"Male","Male","23",23,"Democrat","Liberal","Status",0,0,"USA","2016"
"2084",564,23,"#16-18","English","USA",19,"University of Minnesota","Lab","807","status story",1,1,1,"White/Caucasian/European American","White",NA,"Female","Female","23",23,"Democrat",NA,"Status",3,0,"USA","2016"
"2085",570,23,"#16-18","English","USA",19,"University of Minnesota","Lab","318","status story",1,1,1,"White/Caucasian/European American","White",NA,"Female","Female","23",23,NA,"Conservative","Status",3,0,"USA","2016"
"2086",575,23,"#16-18","English","USA",19,"University of Minnesota","Lab","5","status story",1,1,0,"White/Caucasian/European American","White",NA,"Female","Female","23",23,"Republican","Conservative","Status",2,0,"USA","2016"
"2087",599,23,"#16-18","English","USA",19,"University of Minnesota","Lab","708","status story",0,1,0,"White/Caucasian/European American",NA,NA,"Male","Male","23",23,"Republican",NA,"Status",1,0,"USA","2016"
"2088",607,21,"#17-33","English","USA",17,"Brigham Young University-Idaho",NA,NA,"no story",0,0,1,NA,"Other",NA,"male","Male","23",23,NA,"Liberal","Control",1,NA,"USA","2017"
"2089",608,21,"#17-33","English","USA",17,"Brigham Young University-Idaho",NA,NA,"control story",0,0,0,NA,"White",NA,"male","Male","23",23,NA,"Conservative","Control",0,NA,"USA","2017"
"2090",650,21,"#17-33","English","USA",17,"Brigham Young University-Idaho",NA,NA,"no story",1,1,0,NA,"White",NA,"female","Female","23",23,NA,"Conservative","Control",2,NA,"USA","2017"
"2091",667,21,"#17-33","English","USA",17,"Brigham Young University-Idaho",NA,NA,"no story",1,1,0,NA,"White",NA,"male","Male","23",23,NA,"Liberal","Control",2,NA,"USA","2017"
"2092",682,21,"#17-33","English","USA",17,"Brigham Young University-Idaho",NA,NA,"status story",0,0,0,NA,"White",NA,"male","Male","23",23,NA,"Conservative","Status",0,NA,"USA","2017"
"2093",688,21,"#17-33","English","USA",17,"Brigham Young University-Idaho",NA,NA,"status story",0,0,0,NA,NA,NA,"male","Male","23",23,NA,"Conservative","Status",0,NA,"USA","2017"
"2094",737,21,"#17-33","English","USA",17,"Brigham Young University-Idaho",NA,NA,"control story",1,0,0,NA,"Hispanic or Latino",NA,"male","Male","23",23,NA,"Liberal","Control",1,NA,"USA","2017"
"2095",743,21,"#17-33","English","USA",17,"Brigham Young University-Idaho",NA,NA,"status story",0,0,0,NA,NA,NA,"female","Female","23",23,NA,"Conservative","Status",0,NA,"USA","2017"
"2096",744,21,"#17-33","English","USA",17,"Brigham Young University-Idaho",NA,NA,"status story",1,0,0,NA,"White",NA,"male","Male","23",23,NA,"Liberal","Status",1,NA,"USA","2017"
"2097",753,21,"#17-33","English","USA",17,"Brigham Young University-Idaho",NA,NA,"no story",1,0,0,NA,"White",NA,"female","Female","23",23,NA,"Conservative","Control",1,NA,"USA","2017"
"2098",761,21,"#17-33","English","USA",17,"Brigham Young University-Idaho",NA,NA,"status story",0,1,1,NA,"White",NA,"male","Male","23",23,NA,"Conservative","Status",2,NA,"USA","2017"
"2099",769,21,"#17-33","English","USA",17,"Brigham Young University-Idaho",NA,NA,"status story",1,1,0,NA,"White",NA,"female","Female","23",23,NA,"Conservative","Status",2,NA,"USA","2017"
"2100",782,20,"#18-10","English","USA",16,"Brigham Young University-Idaho","Lab",NA,"status story",1,1,0,NA,"White",NA,"female","Female","23",23,NA,"Liberal","Status",2,0,"USA","2018"
"2101",811,20,"#18-10","English","USA",16,"Brigham Young University-Idaho","Lab",NA,"no story",0,0,0,NA,"White",NA,"female","Female","23",23,NA,"Conservative","Control",0,0,"USA","2018"
"2102",829,20,"#18-10","English","USA",16,"Brigham Young University-Idaho","Lab",NA,"no story",1,0,0,NA,"White",NA,"female","Female","23",23,NA,"Conservative","Control",1,0,"USA","2018"
"2103",834,20,"#18-10","English","USA",16,"Brigham Young University-Idaho","Lab",NA,"status story",0,0,1,NA,"White",NA,"male","Male","23",23,NA,"Conservative","Status",1,0,"USA","2018"
"2104",847,20,"#18-10","English","USA",16,"Brigham Young University-Idaho","Lab",NA,"no story",1,0,0,NA,"White",NA,"male","Male","23",23,NA,"Conservative","Control",1,0,"USA","2018"
"2105",855,20,"#18-10","English","USA",16,"Brigham Young University-Idaho","Lab",NA,"status story",1,0,0,NA,"White",NA,"male","Male","23",23,NA,"Conservative","Status",1,0,"USA","2018"
"2106",864,20,"#18-10","English","USA",16,"Brigham Young University-Idaho","Lab",NA,"control story",0,0,0,NA,"Black or African American",NA,"male","Male","23",23,NA,"Conservative","Control",0,0,"USA","2018"
"2107",866,20,"#18-10","English","USA",16,"Brigham Young University-Idaho","Lab",NA,"status story",1,0,1,NA,"Hispanic or Latino",NA,"male","Male","23",23,NA,"Liberal","Status",2,0,"USA","2018"
"2108",867,20,"#18-10","English","USA",16,"Brigham Young University-Idaho","Lab",NA,"control story",1,1,0,NA,"White",NA,"male","Male","23",23,NA,"Conservative","Control",2,0,"USA","2018"
"2109",907,1,"#18-17","English","USA",1,"Adams State University","Lab","34","status story",0,0,1,"other","Other",NA,"Female","Female","23",23,NA,"Liberal","Status",1,0,"USA","2018"
"2110",953,1,"#18-17","English","USA",1,"Adams State University","Lab","80","control story",1,1,0,"other","Other",NA,"Female","Female","23",23,NA,"Liberal","Control",2,0,"USA","2018"
"2111",1045,11,"#18-20","English","USA",2,"Moravian","Online","R_1odnDGEiLYuTvpQ","control story",1,1,1,"white","White",NA,"Female","Female","23",23,NA,NA,"Control",3,1,"USA","2018"
"2112",1075,11,"#18-20","English","USA",2,"Moravian","Online","R_3qmapVzxA9loQOp","status story",0,1,0,"white","White",NA,"Female","Female","23",23,NA,NA,"Status",1,1,"USA","2018"
"2113",1147,11,"#18-20","English","USA",2,"Moravian","Online","R_1hRLg9dbnVs9Hsy","no story",0,1,0,"white","White",NA,"Female","Female","23",23,NA,NA,"Control",1,1,"USA","2018"
"2114",1219,11,"#18-20","English","USA",2,"Moravian","Online","R_SOGnjwjErHzhbtD","no story",1,1,1,"white","White",NA,"Female","Female","23",23,NA,NA,"Control",3,1,"USA","2018"
"2115",1225,11,"#18-20","English","USA",2,"Moravian","Online","R_TuthUlgovQdILAZ","no story",0,0,0,"white","White",NA,"Female","Female","23",23,NA,NA,"Control",0,1,"USA","2018"
"2116",1313,11,"#18-20","English","USA",2,"Moravian","Online","R_2TN7BSPlVMpNU72","control story",0,0,0,"white","White",NA,"Male","Male","23",23,NA,NA,"Control",0,1,"USA","2018"
"2117",1330,17,"#18-23","English","USA",12,"Utah Valley University","Online","None given","control story",0,0,0,"white","White",NA,"Female","Female","23",23,NA,"Conservative","Control",0,1,"USA","2018"
"2118",1332,17,"#18-23","English","USA",12,"Utah Valley University","Online","None given","control story",0,0,0,"white","White",NA,"Female","Female","23",23,NA,"Conservative","Control",0,1,"USA","2018"
"2119",1358,17,"#18-23","English","USA",12,"Utah Valley University","Online","None given","control story",0,1,1,"decline to answer",NA,NA,"Male","Male","23",23,NA,"Liberal","Control",2,1,"USA","2018"
"2120",1367,17,"#18-23","English","USA",12,"Utah Valley University","Online","None given","control story",1,0,0,"white","White",NA,"Female","Female","23",23,NA,"Conservative","Control",1,1,"USA","2018"
"2121",1369,17,"#18-23","English","USA",12,"Utah Valley University","Online","None given","no story",0,1,0,"white","White",NA,"Female","Female","23",23,NA,"Liberal","Control",1,1,"USA","2018"
"2122",1371,17,"#18-23","English","USA",12,"Utah Valley University","Online","None given","no story",1,0,0,"white","White",NA,"Female","Female","23",23,NA,"Liberal","Control",1,1,"USA","2018"
"2123",1377,17,"#18-23","English","USA",12,"Utah Valley University","Online","None given","no story",0,0,0,"white","White",NA,"Female","Female","23",23,NA,"Conservative","Control",0,1,"USA","2018"
"2124",1386,17,"#18-23","English","USA",12,"Utah Valley University","Online","None given","no story",1,0,1,"white","White",NA,"Male","Male","23",23,NA,"Conservative","Control",2,1,"USA","2018"
"2125",1394,17,"#18-23","English","USA",12,"Utah Valley University","Online","None given","no story",0,0,0,"white","White",NA,"Female","Female","23",23,NA,"Conservative","Control",0,1,"USA","2018"
"2126",1401,17,"#18-23","English","USA",12,"Utah Valley University","Online","None given","no story",1,1,1,"white","White",NA,"Female","Female","23",23,NA,"Liberal","Control",3,1,"USA","2018"
"2127",1404,17,"#18-23","English","USA",12,"Utah Valley University","Online","None given","no story",0,0,0,"white","White",NA,"Female","Female","23",23,NA,"Conservative","Control",0,1,"USA","2018"
"2128",1405,17,"#18-23","English","USA",12,"Utah Valley University","Online","None given","no story",1,0,1,"decline to answer",NA,NA,"Female","Female","23",23,NA,"Liberal","Control",2,1,"USA","2018"
"2129",1406,17,"#18-23","English","USA",12,"Utah Valley University","Online","None given","no story",0,1,0,"white","White",NA,"Female","Female","23",23,NA,"Conservative","Control",1,1,"USA","2018"
"2130",1409,17,"#18-23","English","USA",12,"Utah Valley University","Online","None given","no story",1,0,0,"white","White",NA,"Male","Male","23",23,NA,"Conservative","Control",1,1,"USA","2018"
"2131",1415,17,"#18-23","English","USA",12,"Utah Valley University","Online","None given","status story",0,0,0,"white","White",NA,"Male","Male","23",23,NA,"Conservative","Status",0,1,"USA","2018"
"2132",1432,17,"#18-23","English","USA",12,"Utah Valley University","Online","None given","status story",1,1,1,"white","White",NA,"Female","Female","23",23,NA,"Liberal","Status",3,1,"USA","2018"
"2133",1436,17,"#18-23","English","USA",12,"Utah Valley University","Online","None given","status story",0,0,0,"asian","Asian or Asian Indian",NA,"Female","Female","23",23,NA,"Liberal","Status",0,1,"USA","2018"
"2134",1457,16,"#18-30","English","USA",11,"University of South Carolina - Aiken","lab - groups","184","status story",0,0,1,"White","White",NA,"Male","Male","23",23,"Republican","Conservative","Status",1,0,"USA","2018"
"2135",1627,15,"#18-37","German","Germany",10,"University of Kassel","lab - groups",NA,"control story",0,0,0,NA,NA,NA,"Male","Male","23",23,NA,"Conservative","Control",0,0,"other","2018"
"2136",1644,15,"#18-37","German","Germany",10,"University of Kassel","lab - groups",NA,"no story",1,1,1,NA,NA,NA,"Male","Male","23",23,NA,"Liberal","Control",3,0,"other","2018"
"2137",1651,15,"#18-37","German","Germany",10,"University of Kassel","lab - groups",NA,"control story",1,1,1,NA,NA,NA,"Female","Female","23",23,NA,"Liberal","Control",3,0,"other","2018"
"2138",1656,15,"#18-37","German","Germany",10,"University of Kassel","lab - groups",NA,"no story",1,1,1,NA,NA,NA,"Male","Male","23",23,NA,"Liberal","Control",3,0,"other","2018"
"2139",1663,15,"#18-37","German","Germany",10,"University of Kassel","lab - groups",NA,"status story",1,1,1,NA,NA,NA,"Female","Female","23",23,NA,"Liberal","Status",3,0,"other","2018"
"2140",1665,15,"#18-37","German","Germany",10,"University of Kassel","lab - groups",NA,"status story",1,1,1,NA,NA,NA,"Female","Female","23",23,NA,"Liberal","Status",3,0,"other","2018"
"2141",1687,15,"#18-37","German","Germany",10,"University of Kassel","lab - groups",NA,"control story",0,1,0,NA,NA,NA,"Male","Male","23",23,NA,"Liberal","Control",1,0,"other","2018"
"2142",1701,15,"#18-37","German","Germany",10,"University of Kassel","lab - groups",NA,"control story",1,0,0,NA,NA,NA,"Male","Male","23",23,NA,NA,"Control",1,0,"other","2018"
"2143",1703,15,"#18-37","German","Germany",10,"University of Kassel","lab - groups",NA,"control story",0,1,1,NA,NA,NA,"Male","Male","23",23,NA,"Conservative","Control",2,0,"other","2018"
"2144",1710,15,"#18-37","German","Germany",10,"University of Kassel","lab - groups",NA,"status story",0,1,1,NA,NA,NA,"Female","Female","23",23,NA,"Conservative","Status",2,0,"other","2018"
"2145",1714,15,"#18-37","German","Germany",10,"University of Kassel","lab - groups",NA,"control story",1,1,1,NA,NA,NA,"Female","Female","23",23,NA,"Liberal","Control",3,0,"other","2018"
"2146",1721,15,"#18-37","German","Germany",10,"University of Kassel","lab - groups",NA,"status story",1,1,1,NA,NA,NA,"Female","Female","23",23,NA,"Liberal","Status",3,0,"other","2018"
"2147",1738,15,"#18-37","German","Germany",10,"University of Kassel","lab - groups",NA,"control story",1,1,1,NA,NA,NA,"Female","Female","23",23,NA,"Liberal","Control",3,0,"other","2018"
"2148",1743,15,"#18-37","German","Germany",10,"University of Kassel","lab - groups",NA,"no story",0,1,0,NA,NA,NA,"Female","Female","23",23,NA,"Liberal","Control",1,0,"other","2018"
"2149",1746,15,"#18-37","German","Germany",10,"University of Kassel","lab - groups",NA,"status story",1,1,1,NA,NA,NA,"Male","Male","23",23,NA,"Liberal","Status",3,0,"other","2018"
"2150",1820,15,"#18-37","German","Germany",10,"University of Kassel","lab - groups",NA,"status story",0,1,0,NA,NA,NA,"Female","Female","23",23,NA,"Liberal","Status",1,0,"other","2018"
"2151",1823,15,"#18-37","German","Germany",10,"University of Kassel","lab - groups",NA,"control story",1,1,1,NA,NA,NA,"Female","Female","23",23,NA,"Liberal","Control",3,0,"other","2018"
"2152",1824,15,"#18-37","German","Germany",10,"University of Kassel","lab - groups",NA,"no story",0,0,0,NA,NA,NA,"Male","Male","23",23,NA,"Conservative","Control",0,0,"other","2018"
"2153",2024,14,"#19-24","English","UK",9,"University of Bristol","Lab",NA,"status story",1,1,1,"CHINA",NA,"CHINA","Female","Female","23",23,NA,NA,"Status",3,0,"other","2019"
"2154",2062,14,"#19-24","English","UK",9,"University of Bristol","Online",NA,"control story",0,1,1,"British/Maltese Dual",NA,"British/Maltese Dual","Male","Male","23",23,NA,NA,"Control",2,1,"other","2019"
"2155",2066,14,"#19-24","English","UK",9,"University of Bristol","Lab",NA,"control story",1,1,1,"British",NA,"British","Male","Male","23",23,NA,NA,"Control",3,0,"other","2019"
"2156",2067,14,"#19-24","English","UK",9,"University of Bristol","Online",NA,"status story",1,0,0,"Welsh",NA,"Welsh","Male","Male","23",23,NA,NA,"Status",1,1,"other","2019"
"2157",2149,14,"#19-24","English","UK",9,"University of Bristol","Online",NA,"no story",1,1,1,"British",NA,"British","Female","Female","23",23,NA,NA,"Control",3,1,"other","2019"
"2158",2158,14,"#19-24","English","UK",9,"University of Bristol","Lab",NA,"no story",1,1,1,"British",NA,"British","Male","Male","23",23,NA,NA,"Control",3,0,"other","2019"
"2159",2179,14,"#19-24","English","UK",9,"University of Bristol","Online",NA,"control story",1,1,1,"British",NA,"British","Female","Female","23",23,NA,NA,"Control",3,1,"other","2019"
"2160",2251,14,"#19-24","English","UK",9,"University of Bristol","Online",NA,"no story",1,0,0,"Dutch",NA,"Dutch","Female","Female","23",23,NA,NA,"Control",1,1,"other","2019"
"2161",2318,13,"#19-25","English","Canada",8,"Ryerson University","lab - groups","23","control story",1,0,1,"None given ",NA,NA,"Male","Male","23",23,NA,"Liberal","Control",2,0,"other","2019"
"2162",2360,13,"#19-25","English","Canada",8,"Ryerson University","lab - groups","65","no story",1,1,1,"None given ",NA,NA,"Female","Female","23",23,NA,"Liberal","Control",3,0,"other","2019"
"2163",2382,13,"#19-25","English","Canada",8,"Ryerson University","lab - groups","87","control story",0,1,0,"None given ",NA,NA,"Female","Female","23",23,NA,NA,"Control",1,0,"other","2019"
"2164",2406,13,"#19-25","English","Canada",8,"Ryerson University","lab - groups","111","control story",1,1,1,"None given ",NA,NA,"Female","Female","23",23,NA,"Liberal","Control",3,0,"other","2019"
"2165",2446,13,"#19-25","English","Canada",8,"Ryerson University","lab - groups","151","status story",1,0,0,"None given ",NA,NA,"Male","Male","23",23,NA,"Liberal","Status",1,0,"other","2019"
"2166",2513,13,"#19-25","English","Canada",8,"Ryerson University","lab - groups","218","no story",0,1,1,"None given ",NA,NA,"Female","Female","23",23,NA,"Conservative","Control",2,0,"other","2019"
"2167",2517,13,"#19-25","English","Canada",8,"Ryerson University","lab - groups","222","control story",0,0,0,"None given ",NA,NA,"Male","Male","23",23,NA,"Conservative","Control",0,0,"other","2019"
"2168",2523,2,"#19-33","English","USA",1,"Adams State University","Online",NA,"status story",1,1,1,"White","White",NA,"Male","Male","23",23,NA,NA,"Status",3,1,"USA","2019"
"2169",2535,2,"#19-33","English","USA",1,"Adams State University","Online",NA,"control story",1,0,0,"White","White",NA,"Male","Male","23",23,NA,NA,"Control",1,1,"USA","2019"
"2170",2585,2,"#19-33","English","USA",1,"Adams State University","Online",NA,"control story",1,0,1,"White","White",NA,"Female","Female","23",23,"Republican",NA,"Control",2,1,"USA","2019"
"2171",2900,12,"#19-52","English","Iceland",3,"Reykjavik University","lab - individual",NA,"status story",0,1,0,"white/caucasian","White",NA,"Female","Female","23",23,NA,NA,"Status",1,0,"other","2019"
"2172",2914,12,"#19-52","English","Iceland",3,"Reykjavik University","lab - individual",NA,"control story",0,0,0,"white/caucasian","White",NA,"Male","Male","23",23,NA,NA,"Control",0,0,"other","2019"
"2173",2917,12,"#19-52","English","Iceland",3,"Reykjavik University","lab - individual",NA,"control story",0,1,1,"white/caucasian","White",NA,"Female","Female","23",23,NA,NA,"Control",2,0,"other","2019"
"2174",2929,12,"#19-52","English","Iceland",3,"Reykjavik University","lab - individual",NA,"no story",0,1,0,"white/caucasian","White",NA,"Female","Female","23",23,NA,NA,"Control",1,0,"other","2019"
"2175",2943,12,"#19-52","English","Iceland",3,"Reykjavik University","lab - individual",NA,"status story",1,0,0,"white/caucasian","White",NA,"Female","Female","23",23,NA,NA,"Status",1,0,"other","2019"
"2176",2945,12,"#19-52","English","Iceland",3,"Reykjavik University","lab - individual",NA,"status story",0,0,1,"white/caucasian","White",NA,"Female","Female","23",23,NA,NA,"Status",1,0,"other","2019"
"2177",2968,12,"#19-52","English","Iceland",3,"Reykjavik University","lab - individual",NA,"no story",1,1,0,"white/caucasian","White",NA,"Female","Female","23",23,NA,NA,"Control",2,0,"other","2019"
"2178",2990,12,"#19-52","English","Iceland",3,"Reykjavik University","lab - individual",NA,"no story",0,1,0,"white/caucasian","White",NA,"Female","Female","23",23,NA,NA,"Control",1,0,"other","2019"
"2179",3299,24,"#20-22","English","USA",15,"Arkansas Tech","Online",NA,"control story",1,0,1,"white (non-hispanic)",NA,NA,"male","Male","23",23,NA,NA,"Control",2,1,"USA","2020"
"2180",3319,24,"#20-22","English","USA",15,"Arkansas Tech","Online",NA,"control story",0,1,0,"white (non-hispanic)",NA,NA,"female","Female","23",23,NA,"Liberal","Control",1,1,"USA","2020"
"2181",3323,24,"#20-22","English","USA",15,"Arkansas Tech","Online",NA,"status story",1,1,0,"white (non-hispanic)",NA,NA,"female","Female","23",23,NA,"Conservative","Status",2,1,"USA","2020"
"2182",3342,5,"#20-34","English","USA",6,"Georgia Gwinnett College","Online","5","control story",0,1,1,"Middle Eastern or North African","Middle Eastern or North African",NA,"Male","Male","23",23,NA,NA,"Control",2,1,"USA","2020"
"2183",3358,5,"#20-34","English","USA",6,"Georgia Gwinnett College","Online","21","control story",0,0,0,"Black or African American","Black or African American",NA,"Female","Female","23",23,NA,NA,"Control",0,1,"USA","2020"
