participant_id,project_code,project,survey_language,country,institute_code,institution,setting,participant_code (original data),condition,greencar,greensoap,greendishwasher,race,recoded_race,nationality,original_gender,gender,original_age,age,RorD,LiborCon
1754,15,#18-37,German,Germany,10,University of Kassel,lab - groups,,control story,Yes,No,No,,,,Female,Female,21,21,,Conservative
1756,15,#18-37,German,Germany,10,University of Kassel,lab - groups,,control story,No,Yes,Yes,,,,Female,Female,21,21,,Liberal
1774,15,#18-37,German,Germany,10,University of Kassel,lab - groups,,control story,Yes,Yes,Yes,,,,Female,Female,21,21,,Liberal
1777,15,#18-37,German,Germany,10,University of Kassel,lab - groups,,no story,Yes,Yes,Yes,,,,Male,Male,21,21,,
1784,15,#18-37,German,Germany,10,University of Kassel,lab - groups,,control story,No,Yes,No,,,,Female,Female,21,21,,
1795,15,#18-37,German,Germany,10,University of Kassel,lab - groups,,status story,No,Yes,No,,,,Male,Male,21,21,,Conservative
1796,15,#18-37,German,Germany,10,University of Kassel,lab - groups,,no story,No,Yes,Yes,,,,Male,Male,21,21,,Liberal
1802,15,#18-37,German,Germany,10,University of Kassel,lab - groups,,control story,Yes,No,Yes,,,,Female,Female,21,21,,Conservative
1807,15,#18-37,German,Germany,10,University of Kassel,lab - groups,,no story,No,Yes,Yes,,,,Male,Male,21,21,,Conservative
1821,15,#18-37,German,Germany,10,University of Kassel,lab - groups,,status story,Yes,Yes,Yes,,,,Female,Female,21,21,,
1832,15,#18-37,German,Germany,10,University of Kassel,lab - groups,,no story,Yes,Yes,Yes,,,,Female,Female,21,21,,Liberal
1839,15,#18-37,German,Germany,10,University of Kassel,lab - groups,,status story,No,No,No,,,,Female,Female,21,21,,Liberal
1841,15,#18-37,German,Germany,10,University of Kassel,lab - groups,,no story,Yes,Yes,No,,,,Female,Female,21,21,,Conservative
1849,15,#18-37,German,Germany,10,University of Kassel,lab - groups,,status story,Yes,Yes,Yes,,,,Female,Female,21,21,,Liberal
1851,15,#18-37,German,Germany,10,University of Kassel,lab - groups,,control story,Yes,Yes,No,,,,Female,Female,21,21,,Liberal
1897,3,#19-04,English,USA,5,Concordia College,Online,,status story,Yes,Yes,Yes,White,White,,Female,Female,21,21,,
1917,3,#19-04,English,USA,5,Concordia College,Online,,status story,Yes,Yes,Yes,White,White,,Female,Female,21,21,,
1919,3,#19-04,English,USA,5,Concordia College,Online,,no story,No,Yes,Yes,African,African,,Female,Female,21,21,,
1925,3,#19-04,English,USA,5,Concordia College,Online,,no story,No,Yes,No,White,White,,Female,Female,21,21,,
1941,3,#19-04,English,USA,5,Concordia College,Online,,no story,No,No,Yes,White,White,,Female,Female,21,21,,
1978,3,#19-04,English,USA,5,Concordia College,Online,,no story,Yes,Yes,Yes,White,White,,Female,Female,21,21,,
1988,3,#19-04,English,USA,5,Concordia College,Online,,no story,No,No,No,Asians,Asian or Asian Indian,,Male,Male,21,21,,
2003,3,#19-04,English,USA,5,Concordia College,Online,,status story,Yes,Yes,Yes,White,White,,Female,Female,21,21,,
2004,3,#19-04,English,USA,5,Concordia College,Online,,status story,Yes,No,Yes,White,White,,Male,Male,21,21,,
2022,14,#19-24,English,UK,9,University of Bristol,Online,,status story,Yes,Yes,Yes,British,,British,Female,Female,21,21,,
2034,14,#19-24,English,UK,9,University of Bristol,Lab,,control story,Yes,Yes,Yes,Welsh (British),,Welsh (British),Female,Female,21,21,,
2035,14,#19-24,English,UK,9,University of Bristol,Online,,no story,Yes,No,Yes,British,,British,Female,Female,21,21,,
2040,14,#19-24,English,UK,9,University of Bristol,Online,,control story,Yes,Yes,Yes,Maltese,,Maltese,Male,Male,21,21,,
2048,14,#19-24,English,UK,9,University of Bristol,Online,,no story,No,No,Yes,British,,British,Female,Female,21,21,,
2061,14,#19-24,English,UK,9,University of Bristol,Online,,no story,Yes,Yes,No,British,,British,Female,Female,21,21,,
2065,14,#19-24,English,UK,9,University of Bristol,Online,,control story,Yes,No,Yes,Irish,,Irish,Female,Female,21,21,,
2083,14,#19-24,English,UK,9,University of Bristol,Online,,control story,Yes,Yes,Yes,British,,British,Female,Female,21,21,,
2091,14,#19-24,English,UK,9,University of Bristol,Online,,no story,Yes,No,No,British,,British,Female,Female,21,21,,
2104,14,#19-24,English,UK,9,University of Bristol,Online,,no story,Yes,Yes,Yes,British,,British,Male,Male,21,21,,
2105,14,#19-24,English,UK,9,University of Bristol,Online,,control story,Yes,Yes,Yes,Serbian,,Serbian,Female,Female,21,21,,
2159,14,#19-24,English,UK,9,University of Bristol,Lab,,no story,Yes,Yes,Yes,British,,British,Female,Female,21,21,,
2160,14,#19-24,English,UK,9,University of Bristol,Lab,,control story,Yes,Yes,Yes,british,,British,Female,Female,21,21,,
2165,14,#19-24,English,UK,9,University of Bristol,Online,,no story,Yes,No,Yes,British,,British,Female,Female,21,21,,
2166,14,#19-24,English,UK,9,University of Bristol,Online,,no story,Yes,Yes,No,British,,British,Female,Female,21,21,,
2175,14,#19-24,English,UK,9,University of Bristol,Online,,control story,Yes,Yes,Yes,British,,British,Female,Female,21,21,,
2188,14,#19-24,English,UK,9,University of Bristol,Lab,,status story,No,Yes,No,British,,British,Female,Female,21,21,,
2194,14,#19-24,English,UK,9,University of Bristol,Online,,status story,No,Yes,Yes,Irish,,Irish,Female,Female,21,21,,
2221,14,#19-24,English,UK,9,University of Bristol,Lab,,no story,Yes,No,Yes,Italian,,Italian,Female,Female,21,21,,
2225,14,#19-24,English,UK,9,University of Bristol,Lab,,no story,Yes,Yes,Yes,british,,British,Female,Female,21,21,,
2245,14,#19-24,English,UK,9,University of Bristol,Online,,status story,Yes,No,Yes,British,,British,Female,Female,21,21,,
2246,14,#19-24,English,UK,9,University of Bristol,Online,,status story,No,Yes,Yes,British,,British,Female,Female,21,21,,
2252,14,#19-24,English,UK,9,University of Bristol,Online,,control story,Yes,Yes,No,British,,British,Male,Male,21,21,,
2254,14,#19-24,English,UK,9,University of Bristol,Lab,,control story,No,Yes,Yes,British Pakistani,,British Pakistani,Female,Female,21,21,,
2273,14,#19-24,English,UK,9,University of Bristol,Online,,no story,No,Yes,No,British,,British,Male,Male,21,21,,
2282,14,#19-24,English,UK,9,University of Bristol,Online,,status story,No,Yes,Yes,white british,White,,Female,Female,21,21,,
2291,14,#19-24,English,UK,9,University of Bristol,Lab,,status story,Yes,Yes,Yes,indian,,Indian,Female,Female,21,21,,
2346,13,#19-25,English,Canada,8,Ryerson University,lab - groups,51,control story,Yes,No,No,None given ,,,Female,Female,21,21,,Liberal
2379,13,#19-25,English,Canada,8,Ryerson University,lab - groups,84,control story,Yes,Yes,No,None given ,,,Female,Female,21,21,,Liberal
2381,13,#19-25,English,Canada,8,Ryerson University,lab - groups,86,status story,Yes,Yes,Yes,None given ,,,gender variant/non-conforming,gender variant/non-conforming,21,21,,Liberal
2391,13,#19-25,English,Canada,8,Ryerson University,lab - groups,96,control story,No,Yes,No,None given ,,,Female,Female,21,21,,
2394,13,#19-25,English,Canada,8,Ryerson University,lab - groups,99,no story,Yes,Yes,Yes,None given ,,,Male,Male,21,21,,Conservative
2395,13,#19-25,English,Canada,8,Ryerson University,lab - groups,100,no story,Yes,Yes,No,None given ,,,Male,Male,21,21,,Liberal
2409,13,#19-25,English,Canada,8,Ryerson University,lab - groups,114,no story,Yes,No,Yes,None given ,,,Female,Female,21,21,,Conservative
2414,13,#19-25,English,Canada,8,Ryerson University,lab - groups,119,control story,Yes,Yes,Yes,None given ,,,Female,Female,21,21,,
2425,13,#19-25,English,Canada,8,Ryerson University,lab - groups,130,control story,Yes,Yes,Yes,None given ,,,Male,Male,21,21,,Liberal
2427,13,#19-25,English,Canada,8,Ryerson University,lab - groups,132,status story,Yes,Yes,Yes,None given ,,,Female,Female,21,21,,Liberal
2464,13,#19-25,English,Canada,8,Ryerson University,lab - groups,169,control story,No,Yes,Yes,None given ,,,Female,Female,21,21,,Liberal
2472,13,#19-25,English,Canada,8,Ryerson University,lab - groups,177,control story,Yes,Yes,No,None given ,,,Female,Female,21,21,,Liberal
2473,13,#19-25,English,Canada,8,Ryerson University,lab - groups,178,status story,Yes,Yes,Yes,None given ,,,Female,Female,21,21,,
2491,13,#19-25,English,Canada,8,Ryerson University,lab - groups,196,status story,No,No,No,None given ,,,Female,Female,21,21,,
2519,13,#19-25,English,Canada,8,Ryerson University,lab - groups,224,no story,No,No,Yes,None given ,,,Male,Male,21,21,,Conservative
2524,2,#19-33,English,USA,1,Adams State University,Online,,control story,No,No,No,White,White,,Male,Male,21,21,,
2526,2,#19-33,English,USA,1,Adams State University,Online,,control story,Yes,Yes,Yes,White,White,,Female,Female,21,21,Republican,
2534,2,#19-33,English,USA,1,Adams State University,Online,,status story,Yes,Yes,Yes,White,White,,Male,Male,21,21,Democrat,
2547,2,#19-33,English,USA,1,Adams State University,Online,,control story,Yes,Yes,Yes,Hispanic or Latino,Hispanic or Latino,,Female,Female,21,21,,
2595,2,#19-33,English,USA,1,Adams State University,Online,,status story,No,No,No,Black or African American,Black or African American,,Female,Female,21,21,Democrat,
2617,2,#19-33,English,USA,1,Adams State University,Online,,control story,Yes,No,No,White,White,,Male,Male,21,21,,
2619,2,#19-33,English,USA,1,Adams State University,Online,,status story,No,No,No,White,White,,Female,Female,21,21,Republican,
2895,12,#19-52,English,Iceland,3,Reykjavik University,lab - individual,,status story,Yes,No,Yes,white/caucasian,White,,Male,Male,21,21,,
2911,12,#19-52,English,Iceland,3,Reykjavik University,lab - individual,,no story,No,No,No,white/caucasian,White,,Female,Female,21,21,,
2920,12,#19-52,English,Iceland,3,Reykjavik University,lab - individual,,no story,No,Yes,Yes,white/caucasian,White,,Male,Male,21,21,,
2921,12,#19-52,English,Iceland,3,Reykjavik University,lab - individual,,no story,No,Yes,Yes,white/caucasian,White,,Male,Male,21,21,,
2922,12,#19-52,English,Iceland,3,Reykjavik University,lab - individual,,control story,No,Yes,No,white/caucasian,White,,Female,Female,21,21,,
2925,12,#19-52,English,Iceland,3,Reykjavik University,lab - individual,,control story,Yes,Yes,Yes,white/caucasian,White,,Male,Male,21,21,,
2926,12,#19-52,English,Iceland,3,Reykjavik University,lab - individual,,no story,Yes,Yes,Yes,white/caucasian,White,,Female,Female,21,21,,
2935,12,#19-52,English,Iceland,3,Reykjavik University,lab - individual,,no story,Yes,Yes,Yes,white/caucasian,White,,Female,Female,21,21,,
2944,12,#19-52,English,Iceland,3,Reykjavik University,lab - individual,,no story,Yes,No,No,white/caucasian,White,,Male,Male,21,21,,
2949,12,#19-52,English,Iceland,3,Reykjavik University,lab - individual,,status story,No,Yes,Yes,white/caucasian,White,,Male,Male,21,21,,
2951,12,#19-52,English,Iceland,3,Reykjavik University,lab - individual,,no story,Yes,No,No,white/caucasian,White,,Female,Female,21,21,,
2953,12,#19-52,English,Iceland,3,Reykjavik University,lab - individual,,status story,No,Yes,No,white/caucasian,White,,Male,Male,21,21,,
2957,12,#19-52,English,Iceland,3,Reykjavik University,lab - individual,,no story,Yes,No,No,white/caucasian,White,,Male,Male,21,21,,
2960,12,#19-52,English,Iceland,3,Reykjavik University,lab - individual,,no story,No,Yes,Yes,white/caucasian,White,,Female,Female,21,21,,
2962,12,#19-52,English,Iceland,3,Reykjavik University,lab - individual,,status story,Yes,No,No,white/caucasian,White,,Female,Female,21,21,,
2965,12,#19-52,English,Iceland,3,Reykjavik University,lab - individual,,no story,Yes,Yes,No,white/caucasian,White,,Female,Female,21,21,,
2973,12,#19-52,English,Iceland,3,Reykjavik University,lab - individual,,control story,Yes,Yes,Yes,white/caucasian,White,,Female,Female,21,21,,
2974,12,#19-52,English,Iceland,3,Reykjavik University,lab - individual,,control story,Yes,Yes,Yes,white/caucasian,White,,Male,Male,21,21,,
2983,12,#19-52,English,Iceland,3,Reykjavik University,lab - individual,,no story,No,No,No,white/caucasian,White,,Male,Male,21,21,,
2984,12,#19-52,English,Iceland,3,Reykjavik University,lab - individual,,status story,Yes,Yes,Yes,white/caucasian,White,,Male,Male,21,21,,
2988,12,#19-52,English,Iceland,3,Reykjavik University,lab - individual,,control story,No,No,Yes,white/caucasian,White,,Female,Female,21,21,,
2989,12,#19-52,English,Iceland,3,Reykjavik University,lab - individual,,control story,Yes,No,Yes,white/caucasian,White,,Male,Male,21,21,,
2991,12,#19-52,English,Iceland,3,Reykjavik University,lab - individual,,status story,Yes,Yes,Yes,white/caucasian,White,,Female,Female,21,21,,
3109,4,#20-04,English,USA,5,Concordia College,Online,,status story,Yes,Yes,Yes,White,White,,Male,Male,21,21,,
3110,4,#20-04,English,USA,5,Concordia College,Online,,control story,Yes,Yes,Yes,White,White,,Male,Male,21,21,,
3112,4,#20-04,English,USA,5,Concordia College,Online,,status story,Yes,No,Yes,White,White,,Male,Male,21,21,,
3127,4,#20-04,English,USA,5,Concordia College,Online,%SURVEY_CODE%,control story,No,Yes,Yes,Asian,Asian or Asian Indian,,Female,Female,21,21,,
3129,4,#20-04,English,USA,5,Concordia College,Online,,status story,Yes,Yes,Yes,White,White,,Female,Female,21,21,,
3130,4,#20-04,English,USA,5,Concordia College,Online,,control story,Yes,Yes,Yes,White,White,,Female,Female,21,21,,
3137,4,#20-04,English,USA,5,Concordia College,Online,,control story,Yes,Yes,Yes,White,White,,Female,Female,21,21,,
3138,4,#20-04,English,USA,5,Concordia College,Online,,status story,Yes,No,No,White,White,,Female,Female,21,21,,
3141,4,#20-04,English,USA,5,Concordia College,Online,,control story,Yes,Yes,No,White,White,,Female,Female,21,21,,
3143,4,#20-04,English,USA,5,Concordia College,Online,%SURVEY_CODE%,status story,Yes,No,Yes,Black,Black or African American,,Male,Male,21,21,,
3174,4,#20-04,English,USA,5,Concordia College,Online,1783,control story,Yes,No,Yes,White,White,,Female,Female,21,21,,
3272,24,#20-22,English,USA,15,Arkansas Tech,Online,,control story,No,No,Yes,white (non-hispanic),,,non-binary or transgender,non-binary or transgender,21,21,,Liberal
3291,24,#20-22,English,USA,15,Arkansas Tech,Online,,control story,No,No,Yes,other,,,male,Male,21,21,,Liberal
3318,24,#20-22,English,USA,15,Arkansas Tech,Online,,status story,Yes,No,No,other,,,female,Female,21,21,,Liberal
3320,24,#20-22,English,USA,15,Arkansas Tech,Online,,status story,Yes,Yes,Yes,white (non-hispanic),,,female,Female,21,21,,Conservative
3321,24,#20-22,English,USA,15,Arkansas Tech,Online,,control story,Yes,Yes,Yes,white (non-hispanic),,,male,Male,21,21,,
3333,24,#20-22,English,USA,15,Arkansas Tech,Online,,control story,No,Yes,Yes,hispanic,,,female,Female,21,21,,
3364,5,#20-34,English,USA,6,Georgia Gwinnett College,Online,27,control story,No,No,No,Black or African American,Black or African American,,Female,Female,21,21,,
3406,5,#20-34,English,USA,6,Georgia Gwinnett College,Online,69,control story,Yes,No,Yes,"Hispanic, Latino, or Spanish",Hispanic or Latino,,Male,Male,21,21,,
3418,5,#20-34,English,USA,6,Georgia Gwinnett College,Online,81,status story,No,No,Yes,Asian or Asian Indian,Asian or Asian Indian,,Male,Male,21,21,,
3423,5,#20-34,English,USA,6,Georgia Gwinnett College,Online,86,status story,No,No,No,Asian or Asian Indian,Asian or Asian Indian,,Male,Male,21,21,,
3438,5,#20-34,English,USA,6,Georgia Gwinnett College,Online,101,status story,No,No,No,"Hispanic, Latino, or Spanish",Hispanic or Latino,,Male,Male,21,21,,
3449,5,#20-34,English,USA,6,Georgia Gwinnett College,Online,112,status story,Yes,No,No,"Hispanic, Latino, or Spanish",Hispanic or Latino,,Male,Male,21,21,,
3453,5,#20-34,English,USA,6,Georgia Gwinnett College,Online,116,status story,No,No,No,"Hispanic, Latino, or Spanish",Hispanic or Latino,,Male,Male,21,21,,
3455,5,#20-34,English,USA,6,Georgia Gwinnett College,Online,118,status story,No,Yes,No,"Hispanic, Latino, or Spanish",Hispanic or Latino,,Male,Male,21,21,,
3465,5,#20-34,English,USA,6,Georgia Gwinnett College,Online,128,status story,No,No,Yes,Middle Eastern or North African,Middle Eastern or North African,,Male,Male,21,21,,
3474,5,#20-34,English,USA,6,Georgia Gwinnett College,Online,137,status story,Yes,No,Yes,"Hispanic, Latino, or Spanish",Hispanic or Latino,,Male,Male,21,21,,
3478,5,#20-34,English,USA,6,Georgia Gwinnett College,Online,141,status story,No,No,Yes,"Hispanic, Latino, or Spanish",Hispanic or Latino,,Male,Male,21,21,,
2,22,#14-3,Dutch,The Netherlands,18,Tilburg University,Lab,,no story,Yes,Yes,Yes,,,,Female,Female,22,22,,
6,22,#14-3,Dutch,The Netherlands,18,Tilburg University,Lab,,status story,No,Yes,Yes,,,,Female,Female,22,22,,
7,22,#14-3,Dutch,The Netherlands,18,Tilburg University,Lab,,no story,Yes,Yes,Yes,,,,Female,Female,22,22,,
8,22,#14-3,Dutch,The Netherlands,18,Tilburg University,Lab,,status story,Yes,No,No,,,,Female,Female,22,22,,
18,22,#14-3,Dutch,The Netherlands,18,Tilburg University,Lab,,status story,No,No,No,,,,Female,Female,22,22,,
27,22,#14-3,Dutch,The Netherlands,18,Tilburg University,Lab,,status story,Yes,Yes,No,,,,Female,Female,22,22,,
31,22,#14-3,Dutch,The Netherlands,18,Tilburg University,Lab,,status story,Yes,Yes,Yes,,,,Female,Female,22,22,,
55,22,#14-3,Dutch,The Netherlands,18,Tilburg University,Lab,,no story,No,No,No,,,,Female,Female,22,22,,
74,22,#14-3,Dutch,The Netherlands,18,Tilburg University,Lab,,no story,No,Yes,No,,,,Female,Female,22,22,,
94,22,#14-3,Dutch,The Netherlands,18,Tilburg University,Lab,,no story,Yes,No,No,,,,Male,Male,22,22,,
106,22,#14-3,Dutch,The Netherlands,18,Tilburg University,Lab,,status story,No,Yes,No,,,,Female,Female,22,22,,
128,22,#14-3,Dutch,The Netherlands,18,Tilburg University,Lab,,status story,Yes,Yes,No,,,,Female,Female,22,22,,
130,22,#14-3,Dutch,The Netherlands,18,Tilburg University,Lab,,status story,No,No,No,,,,Male,Male,22,22,,
142,22,#14-3,Dutch,The Netherlands,18,Tilburg University,Lab,,status story,Yes,No,No,,,,Female,Female,22,22,,
145,22,#14-3,Dutch,The Netherlands,18,Tilburg University,Lab,,no story,Yes,No,No,,,,Female,Female,22,22,,
147,22,#14-3,Dutch,The Netherlands,18,Tilburg University,Lab,,status story,Yes,No,Yes,,,,Male,Male,22,22,,
296,23,#16-18,English,USA,19,University of Minnesota,Lab,218,control story,Yes,Yes,Yes,White/Caucasian/European American,White,,Female,Female,22,22,Democrat,Liberal
298,23,#16-18,English,USA,19,University of Minnesota,Lab,603,control story,Yes,Yes,Yes,White/Caucasian/European American,White,,Male,Male,22,22,Democrat,Liberal
311,23,#16-18,English,USA,19,University of Minnesota,Lab,105,control story,Yes,Yes,Yes,White/Caucasian/European American,White,,Female,Female,22,22,Democrat,Liberal
312,23,#16-18,English,USA,19,University of Minnesota,Lab,414,control story,No,Yes,Yes,White/Caucasian/European American,White,,Female,Female,22,22,Democrat,Liberal
316,23,#16-18,English,USA,19,University of Minnesota,Lab,509,control story,Yes,Yes,No,White/Caucasian/European American,White,,Female,Female,22,22,Democrat,Liberal
320,23,#16-18,English,USA,19,University of Minnesota,Lab,901,control story,Yes,No,Yes,White/Caucasian/European American,White,,Male,Male,22,22,Democrat,Liberal
328,23,#16-18,English,USA,19,University of Minnesota,Lab,107,control story,Yes,No,Yes,White/Caucasian/European American,White,,Female,Female,22,22,Democrat,Liberal
337,23,#16-18,English,USA,19,University of Minnesota,Lab,25,control story,Yes,No,Yes,White/Caucasian/European American,White,,Female,Female,22,22,Democrat,Liberal
339,23,#16-18,English,USA,19,University of Minnesota,Lab,208,control story,Yes,No,No,White/Caucasian/European American,White,,Male,Male,22,22,Democrat,Liberal
340,23,#16-18,English,USA,19,University of Minnesota,Lab,706,control story,Yes,No,Yes,Multiracial,Multiracial,,Male,Male,22,22,Democrat,Liberal
351,23,#16-18,English,USA,19,University of Minnesota,Lab,144,control story,No,No,No,Asian/Pacific Islander/Asian American,Asian or Asian Indian,,Male,Male,22,22,,
361,23,#16-18,English,USA,19,University of Minnesota,Lab,301,control story,Yes,Yes,No,White/Caucasian/European American,White,,Female,Female,22,22,,Conservative
364,23,#16-18,English,USA,19,University of Minnesota,Lab,1107,control story,Yes,No,No,White/Caucasian/European American,White,,Male,Male,22,22,Republican,Conservative
371,23,#16-18,English,USA,19,University of Minnesota,Lab,508,control story,No,No,No,White/Caucasian/European American,White,,Female,Female,22,22,Republican,Conservative
378,23,#16-18,English,USA,19,University of Minnesota,Lab,209,control story,No,No,No,White/Caucasian/European American,White,,Male,Male,22,22,Republican,Conservative
383,23,#16-18,English,USA,19,University of Minnesota,Lab,705,control story,No,No,No,Asian/Pacific Islander/Asian American,,,Female,Female,22,22,,
387,23,#16-18,English,USA,19,University of Minnesota,Lab,808,control story,No,Yes,No,White/Caucasian/European American,,,Female,Female,22,22,Republican,
395,23,#16-18,English,USA,19,University of Minnesota,Lab,420,no story,No,Yes,Yes,White/Caucasian/European American,White,,Female,Female,22,22,Democrat,Liberal
410,23,#16-18,English,USA,19,University of Minnesota,Lab,312,no story,Yes,Yes,Yes,White/Caucasian/European American,White,,Female,Female,22,22,Democrat,Liberal
411,23,#16-18,English,USA,19,University of Minnesota,Lab,405,no story,No,No,Yes,White/Caucasian/European American,White,,Female,Female,22,22,Democrat,Liberal
412,23,#16-18,English,USA,19,University of Minnesota,Lab,710,no story,Yes,No,Yes,White/Caucasian/European American,White,,Female,Female,22,22,Democrat,Liberal
414,23,#16-18,English,USA,19,University of Minnesota,Lab,124,no story,No,No,No,Hispanic/Latino/Mexican,Hispanic or Latino,,Female,Female,22,22,Democrat,Liberal
420,23,#16-18,English,USA,19,University of Minnesota,Lab,201,no story,Yes,Yes,Yes,White/Caucasian/European American,White,,Female,Female,22,22,Democrat,Liberal
421,23,#16-18,English,USA,19,University of Minnesota,Lab,305,no story,No,Yes,Yes,White/Caucasian/European American,White,,Female,Female,22,22,,Liberal
424,23,#16-18,English,USA,19,University of Minnesota,Lab,410,no story,Yes,Yes,No,White/Caucasian/European American,White,,Female,Female,22,22,Democrat,Liberal
425,23,#16-18,English,USA,19,University of Minnesota,Lab,811,no story,Yes,No,Yes,White/Caucasian/European American,White,,Female,Female,22,22,Democrat,Liberal
426,23,#16-18,English,USA,19,University of Minnesota,Lab,809,no story,Yes,Yes,Yes,Black/African American,Black or African American,,Female,Female,22,22,Democrat,Liberal
427,23,#16-18,English,USA,19,University of Minnesota,Lab,132,no story,No,Yes,No,White/Caucasian/European American,White,,Male,Male,22,22,Democrat,Liberal
433,23,#16-18,English,USA,19,University of Minnesota,Lab,109,no story,No,Yes,No,White/Caucasian/European American,White,,Female,Female,22,22,Republican,Liberal
438,23,#16-18,English,USA,19,University of Minnesota,Lab,610,no story,Yes,Yes,No,White/Caucasian/European American,White,,Female,Female,22,22,Democrat,Liberal
441,23,#16-18,English,USA,19,University of Minnesota,Lab,1102,no story,No,Yes,No,White/Caucasian/European American,White,,Female,Female,22,22,Democrat,Liberal
460,23,#16-18,English,USA,19,University of Minnesota,Lab,308,no story,Yes,Yes,Yes,Black/African American,Black or African American,,Female,Female,22,22,Democrat,
468,23,#16-18,English,USA,19,University of Minnesota,Lab,911,no story,Yes,No,Yes,White/Caucasian/European American,White,,Male,Male,22,22,Republican,Conservative
470,23,#16-18,English,USA,19,University of Minnesota,Lab,159,no story,Yes,Yes,Yes,White/Caucasian/European American,White,,Male,Male,22,22,Republican,Conservative
488,23,#16-18,English,USA,19,University of Minnesota,Lab,47,no story,No,Yes,No,Asian/Pacific Islander/Asian American,,,Female,Female,22,22,Democrat,
495,23,#16-18,English,USA,19,University of Minnesota,Lab,401,no story,Yes,Yes,No,White/Caucasian/European American,,,Female,Female,22,22,Republican,
496,23,#16-18,English,USA,19,University of Minnesota,Lab,511,no story,No,No,No,Asian/Pacific Islander/Asian American,,,Female,Female,22,22,,
507,23,#16-18,English,USA,19,University of Minnesota,Lab,101,status story,Yes,Yes,Yes,White/Caucasian/European American,White,,Female,Female,22,22,Democrat,Liberal
508,23,#16-18,English,USA,19,University of Minnesota,Lab,210,status story,No,No,No,Black/African American,Black or African American,,Female,Female,22,22,Democrat,Liberal
510,23,#16-18,English,USA,19,University of Minnesota,Lab,604,status story,Yes,No,Yes,White/Caucasian/European American,White,,Female,Female,22,22,Democrat,Liberal
521,23,#16-18,English,USA,19,University of Minnesota,Lab,419,status story,Yes,Yes,No,Asian/Pacific Islander/Asian American,Asian or Asian Indian,,Female,Female,22,22,Democrat,Liberal
523,23,#16-18,English,USA,19,University of Minnesota,Lab,304,status story,No,Yes,Yes,White/Caucasian/European American,White,,Female,Female,22,22,Democrat,Liberal
524,23,#16-18,English,USA,19,University of Minnesota,Lab,415,status story,Yes,Yes,Yes,White/Caucasian/European American,White,,Female,Female,22,22,Democrat,Liberal
525,23,#16-18,English,USA,19,University of Minnesota,Lab,411,status story,Yes,Yes,Yes,White/Caucasian/European American,White,,Female,Female,22,22,Democrat,Liberal
533,23,#16-18,English,USA,19,University of Minnesota,Lab,1108,status story,No,Yes,No,Hispanic/Latino/Mexican,Hispanic or Latino,,Female,Female,22,22,Democrat,Liberal
545,23,#16-18,English,USA,19,University of Minnesota,Lab,810,status story,Yes,No,No,White/Caucasian/European American,White,,Female,Female,22,22,Democrat,Liberal
546,23,#16-18,English,USA,19,University of Minnesota,Lab,908,status story,Yes,No,Yes,White/Caucasian/European American,White,,Male,Male,22,22,Democrat,Liberal
554,23,#16-18,English,USA,19,University of Minnesota,Lab,416,status story,No,No,No,White/Caucasian/European American,White,,Female,Female,22,22,Democrat,Liberal
555,23,#16-18,English,USA,19,University of Minnesota,Lab,602,status story,Yes,Yes,No,Asian/Pacific Islander/Asian American,Asian or Asian Indian,,Female,Female,22,22,Democrat,Liberal
572,23,#16-18,English,USA,19,University of Minnesota,Lab,915,status story,No,No,No,White/Caucasian/European American,White,,Female,Female,22,22,Republican,Conservative
580,23,#16-18,English,USA,19,University of Minnesota,Lab,316,status story,No,Yes,No,Other,Other,,Female,Female,22,22,,Conservative
581,23,#16-18,English,USA,19,University of Minnesota,Lab,718,status story,No,Yes,No,White/Caucasian/European American,White,,Female,Female,22,22,Republican,Conservative
598,23,#16-18,English,USA,19,University of Minnesota,Lab,203,status story,No,Yes,Yes,Black/African American,,,Female,Female,22,22,Democrat,
610,21,#17-33,English,USA,17,Brigham Young University-Idaho,,,status story,Yes,Yes,Yes,,White,,female,Female,22,22,,Conservative
611,21,#17-33,English,USA,17,Brigham Young University-Idaho,,,status story,No,Yes,Yes,,White,,female,Female,22,22,,Liberal
614,21,#17-33,English,USA,17,Brigham Young University-Idaho,,,no story,Yes,Yes,No,,White,,female,Female,22,22,,Conservative
618,21,#17-33,English,USA,17,Brigham Young University-Idaho,,,status story,No,No,No,,White,,male,Male,22,22,,Conservative
624,21,#17-33,English,USA,17,Brigham Young University-Idaho,,,no story,Yes,No,No,,White,,female,Female,22,22,,Liberal
631,21,#17-33,English,USA,17,Brigham Young University-Idaho,,,no story,Yes,Yes,Yes,,Hispanic or Latino,,female,Female,22,22,,Liberal
641,21,#17-33,English,USA,17,Brigham Young University-Idaho,,,no story,No,Yes,No,,White,,male,Male,22,22,,Conservative
651,21,#17-33,English,USA,17,Brigham Young University-Idaho,,,status story,Yes,No,No,,White,,female,Female,22,22,,Conservative
666,21,#17-33,English,USA,17,Brigham Young University-Idaho,,,no story,Yes,Yes,No,,Hispanic or Latino,,male,Male,22,22,,Conservative
680,21,#17-33,English,USA,17,Brigham Young University-Idaho,,,control story,No,No,Yes,,White,,male,Male,22,22,,Conservative
687,21,#17-33,English,USA,17,Brigham Young University-Idaho,,,control story,Yes,No,Yes,,White,,male,Male,22,22,,Conservative
