participant_id,project_code,survey_language,country,institute_code,setting,condition,greencar,greensoap,greendishwasher,race,recoded_race,nationality,original_gender,gender,original_age,age,RorD,LiborCon
1646,15,German,Germany,10,lab - groups,status story,Yes,Yes,Yes,,,,Male,Male,49,49,,
1647,15,German,Germany,10,lab - groups,status story,Yes,Yes,Yes,,,,Female,Female,60,60,,Liberal
1648,15,German,Germany,10,lab - groups,status story,No,Yes,No,,,,Male,Male,24,24,,Liberal
1649,15,German,Germany,10,lab - groups,control story,Yes,Yes,Yes,,,,Female,Female,31,31,,Liberal
1650,15,German,Germany,10,lab - groups,status story,Yes,Yes,Yes,,,,Male,Male,22,22,,Conservative
1651,15,German,Germany,10,lab - groups,control story,Yes,Yes,Yes,,,,Female,Female,23,23,,Liberal
1652,15,German,Germany,10,lab - groups,no story,Yes,Yes,Yes,,,,Male,Male,24,24,,Liberal
1653,15,German,Germany,10,lab - groups,no story,Yes,Yes,Yes,,,,Female,Female,27,27,,
1654,15,German,Germany,10,lab - groups,control story,Yes,No,No,,,,Male,Male,26,26,,Liberal
1655,15,German,Germany,10,lab - groups,no story,Yes,Yes,No,,,,Female,Female,20,20,,Liberal
1656,15,German,Germany,10,lab - groups,no story,Yes,Yes,Yes,,,,Male,Male,23,23,,Liberal
1657,15,German,Germany,10,lab - groups,no story,Yes,Yes,Yes,,,,Male,Male,25,25,,Liberal
1658,15,German,Germany,10,lab - groups,no story,Yes,Yes,Yes,,,,Male,Male,21,21,,Liberal
1659,15,German,Germany,10,lab - groups,control story,Yes,Yes,Yes,,,,Female,Female,20,20,,Liberal
1660,15,German,Germany,10,lab - groups,control story,Yes,Yes,No,,,,Male,Male,20,20,,Liberal
1661,15,German,Germany,10,lab - groups,status story,Yes,No,Yes,,,,Male,Male,38,38,,
1662,15,German,Germany,10,lab - groups,status story,Yes,No,Yes,,,,Male,Male,24,24,,Conservative
1663,15,German,Germany,10,lab - groups,status story,Yes,Yes,Yes,,,,Female,Female,23,23,,Liberal
1664,15,German,Germany,10,lab - groups,status story,Yes,Yes,Yes,,,,Female,Female,25,25,,Liberal
1665,15,German,Germany,10,lab - groups,status story,Yes,Yes,Yes,,,,Female,Female,23,23,,Liberal
1666,15,German,Germany,10,lab - groups,control story,Yes,Yes,Yes,,,,Female,Female,21,21,,Liberal
1667,15,German,Germany,10,lab - groups,control story,Yes,Yes,Yes,,,,Male,Male,18,18,,Liberal
1668,15,German,Germany,10,lab - groups,control story,Yes,Yes,Yes,,,,Female,Female,18,18,,Liberal
1669,15,German,Germany,10,lab - groups,control story,Yes,Yes,Yes,,,,Male,Male,21,21,,Liberal
1670,15,German,Germany,10,lab - groups,no story,Yes,No,Yes,,,,Female,Female,19,19,,Liberal
1671,15,German,Germany,10,lab - groups,no story,Yes,No,Yes,,,,Female,Female,21,21,,
1672,15,German,Germany,10,lab - groups,status story,Yes,Yes,Yes,,,,Male,Male,24,24,,
1673,15,German,Germany,10,lab - groups,no story,Yes,Yes,Yes,,,,Female,Female,21,21,,
1674,15,German,Germany,10,lab - groups,no story,Yes,Yes,No,,,,Female,Female,21,21,,Liberal
1675,15,German,Germany,10,lab - groups,control story,No,Yes,No,,,,Female,Female,19,19,,
1676,15,German,Germany,10,lab - groups,control story,Yes,Yes,No,,,,Male,Male,20,20,,Conservative
1677,15,German,Germany,10,lab - groups,status story,Yes,Yes,No,,,,Other,Other,18,18,,Liberal
1678,15,German,Germany,10,lab - groups,status story,Yes,Yes,Yes,,,,Other,Other,21,21,,
1679,15,German,Germany,10,lab - groups,status story,Yes,Yes,Yes,,,,Female,Female,24,24,,
1680,15,German,Germany,10,lab - groups,no story,Yes,Yes,Yes,,,,Male,Male,21,21,,Liberal
1681,15,German,Germany,10,lab - groups,status story,Yes,Yes,No,,,,Other,Other,21,21,,Liberal
1682,15,German,Germany,10,lab - groups,status story,Yes,Yes,Yes,,,,Female,Female,20,20,,Liberal
1683,15,German,Germany,10,lab - groups,no story,Yes,Yes,No,,,,Male,Male,28,28,,
1684,15,German,Germany,10,lab - groups,control story,Yes,Yes,Yes,,,,Male,Male,30,30,,
1685,15,German,Germany,10,lab - groups,control story,Yes,Yes,Yes,,,,Male,Male,26,26,,
1686,15,German,Germany,10,lab - groups,no story,Yes,Yes,Yes,,,,Female,Female,32,32,,
1687,15,German,Germany,10,lab - groups,control story,No,Yes,No,,,,Male,Male,23,23,,Liberal
1688,15,German,Germany,10,lab - groups,no story,Yes,Yes,Yes,,,,Female,Female,19,19,,Liberal
1689,15,German,Germany,10,lab - groups,control story,Yes,Yes,Yes,,,,Male,Male,29,29,,Liberal
1690,15,German,Germany,10,lab - groups,control story,Yes,Yes,Yes,,,,Male,Male,25,25,,Liberal
1691,15,German,Germany,10,lab - groups,no story,No,Yes,No,,,,Male,Male,21,21,,Liberal
1692,15,German,Germany,10,lab - groups,no story,No,Yes,Yes,,,,Male,Male,22,22,,
1693,15,German,Germany,10,lab - groups,status story,Yes,No,No,,,,Male,Male,20,20,,
1694,15,German,Germany,10,lab - groups,control story,Yes,No,No,,,,Male,Male,20,20,,Conservative
1695,15,German,Germany,10,lab - groups,no story,No,Yes,No,,,,Male,Male,22,22,,Conservative
1696,15,German,Germany,10,lab - groups,status story,Yes,No,Yes,,,,Male,Male,21,21,,Liberal
1697,15,German,Germany,10,lab - groups,status story,No,No,No,,,,Male,Male,18,18,,Conservative
1698,15,German,Germany,10,lab - groups,status story,Yes,No,Yes,,,,Female,Female,20,20,,
1699,15,German,Germany,10,lab - groups,control story,Yes,Yes,Yes,,,,Female,Female,20,20,,
1700,15,German,Germany,10,lab - groups,control story,Yes,Yes,Yes,,,,Female,Female,19,19,,Liberal
1701,15,German,Germany,10,lab - groups,control story,Yes,No,No,,,,Male,Male,23,23,,
1702,15,German,Germany,10,lab - groups,no story,Yes,Yes,No,,,,Female,Female,20,20,,Conservative
1703,15,German,Germany,10,lab - groups,control story,No,Yes,Yes,,,,Male,Male,23,23,,Conservative
1704,15,German,Germany,10,lab - groups,no story,Yes,Yes,Yes,,,,Female,Female,21,21,,Liberal
1705,15,German,Germany,10,lab - groups,control story,Yes,Yes,Yes,,,,Female,Female,18,18,,Liberal
1706,15,German,Germany,10,lab - groups,status story,Yes,No,Yes,,,,Female,Female,19,19,,Conservative
1707,15,German,Germany,10,lab - groups,no story,No,No,No,,,,Male,Male,20,20,,
1708,15,German,Germany,10,lab - groups,status story,Yes,No,No,,,,Male,Male,20,20,,Liberal
1709,15,German,Germany,10,lab - groups,no story,Yes,Yes,No,,,,Female,Female,24,24,,Liberal
1710,15,German,Germany,10,lab - groups,status story,No,Yes,Yes,,,,Female,Female,23,23,,Conservative
1711,15,German,Germany,10,lab - groups,status story,No,Yes,No,,,,Male,Male,22,22,,Conservative
1712,15,German,Germany,10,lab - groups,no story,No,Yes,No,,,,Male,Male,19,19,,Conservative
1713,15,German,Germany,10,lab - groups,control story,Yes,No,Yes,,,,Female,Female,22,22,,Liberal
1714,15,German,Germany,10,lab - groups,control story,Yes,Yes,Yes,,,,Female,Female,23,23,,Liberal
1715,15,German,Germany,10,lab - groups,control story,Yes,Yes,No,,,,Female,Female,20,20,,Liberal
1716,15,German,Germany,10,lab - groups,no story,Yes,Yes,Yes,,,,Female,Female,33,33,,Liberal
1717,15,German,Germany,10,lab - groups,no story,Yes,Yes,No,,,,Female,Female,24,24,,Liberal
1718,15,German,Germany,10,lab - groups,control story,Yes,Yes,Yes,,,,Male,Male,28,28,,Conservative
1719,15,German,Germany,10,lab - groups,no story,Yes,Yes,Yes,,,,Female,Female,20,20,,Liberal
1720,15,German,Germany,10,lab - groups,status story,Yes,Yes,Yes,,,,Female,Female,18,18,,Liberal
1721,15,German,Germany,10,lab - groups,status story,Yes,Yes,Yes,,,,Female,Female,23,23,,Liberal
1722,15,German,Germany,10,lab - groups,no story,No,No,Yes,,,,Male,Male,19,19,,
1723,15,German,Germany,10,lab - groups,status story,Yes,Yes,Yes,,,,Female,Female,19,19,,Liberal
1724,15,German,Germany,10,lab - groups,status story,Yes,No,Yes,,,,Female,Female,20,20,,
1725,15,German,Germany,10,lab - groups,status story,No,No,No,,,,Male,Male,20,20,,Liberal
1726,15,German,Germany,10,lab - groups,no story,Yes,Yes,Yes,,,,Female,Female,38,38,,
1727,15,German,Germany,10,lab - groups,no story,No,No,Yes,,,,Male,Male,19,19,,Liberal
1728,15,German,Germany,10,lab - groups,no story,No,Yes,Yes,,,,Male,Male,19,19,,Liberal
1729,15,German,Germany,10,lab - groups,no story,No,Yes,Yes,,,,Male,Male,18,18,,Liberal
1730,15,German,Germany,10,lab - groups,control story,Yes,No,No,,,,Male,Male,19,19,,
1731,15,German,Germany,10,lab - groups,control story,No,Yes,Yes,,,,Male,Male,40,40,,Conservative
1732,15,German,Germany,10,lab - groups,control story,Yes,Yes,Yes,,,,Female,Female,20,20,,Liberal
1733,15,German,Germany,10,lab - groups,status story,Yes,Yes,Yes,,,,Female,Female,47,47,,Liberal
1734,15,German,Germany,10,lab - groups,status story,No,No,No,,,,Female,Female,21,21,,
1735,15,German,Germany,10,lab - groups,control story,Yes,Yes,Yes,,,,Female,Female,18,18,,Liberal
1736,15,German,Germany,10,lab - groups,control story,Yes,Yes,Yes,,,,Female,Female,25,25,,Liberal
1737,15,German,Germany,10,lab - groups,status story,Yes,No,No,,,,Female,Female,19,19,,
1738,15,German,Germany,10,lab - groups,control story,Yes,Yes,Yes,,,,Female,Female,23,23,,Liberal
1739,15,German,Germany,10,lab - groups,status story,No,Yes,Yes,,,,Male,Male,21,21,,Liberal
1740,15,German,Germany,10,lab - groups,control story,Yes,Yes,Yes,,,,Female,Female,22,22,,Liberal
1741,15,German,Germany,10,lab - groups,control story,Yes,Yes,Yes,,,,Female,Female,21,21,,Liberal
1742,15,German,Germany,10,lab - groups,no story,Yes,Yes,No,,,,Female,Female,22,22,,Liberal
1743,15,German,Germany,10,lab - groups,no story,No,Yes,No,,,,Female,Female,23,23,,Liberal
1744,15,German,Germany,10,lab - groups,status story,Yes,Yes,Yes,,,,Female,Female,22,22,,Liberal
1745,15,German,Germany,10,lab - groups,status story,Yes,Yes,Yes,,,,Female,Female,20,20,,Liberal
1746,15,German,Germany,10,lab - groups,status story,Yes,Yes,Yes,,,,Male,Male,23,23,,Liberal
1747,15,German,Germany,10,lab - groups,no story,Yes,Yes,No,,,,Male,Male,26,26,,
1748,15,German,Germany,10,lab - groups,control story,No,Yes,No,,,,Female,Female,22,22,,Liberal
1749,15,German,Germany,10,lab - groups,status story,Yes,No,Yes,,,,Male,Male,25,25,,Liberal
1750,15,German,Germany,10,lab - groups,no story,No,Yes,No,,,,Female,Female,19,19,,Conservative
1751,15,German,Germany,10,lab - groups,status story,No,Yes,No,,,,Female,Female,20,20,,Liberal
1752,15,German,Germany,10,lab - groups,status story,Yes,Yes,Yes,,,,Female,Female,20,20,,Liberal
1753,15,German,Germany,10,lab - groups,control story,Yes,Yes,No,,,,Female,Female,20,20,,
1754,15,German,Germany,10,lab - groups,control story,Yes,No,No,,,,Female,Female,21,21,,Conservative
1755,15,German,Germany,10,lab - groups,control story,No,Yes,Yes,,,,Female,Female,19,19,,Liberal
1756,15,German,Germany,10,lab - groups,control story,No,Yes,Yes,,,,Female,Female,21,21,,Liberal
1757,15,German,Germany,10,lab - groups,no story,No,Yes,Yes,,,,Female,Female,20,20,,Liberal
1758,15,German,Germany,10,lab - groups,status story,Yes,Yes,Yes,,,,Female,Female,19,19,,Liberal
1759,15,German,Germany,10,lab - groups,no story,Yes,Yes,Yes,,,,Male,Male,18,18,,Liberal
1760,15,German,Germany,10,lab - groups,status story,Yes,Yes,No,,,,Female,Female,19,19,,Conservative
1761,15,German,Germany,10,lab - groups,no story,No,Yes,No,,,,Female,Female,20,20,,Liberal
1762,15,German,Germany,10,lab - groups,control story,Yes,Yes,Yes,,,,Male,Male,19,19,,Liberal
1763,15,German,Germany,10,lab - groups,no story,No,Yes,Yes,,,,Female,Female,20,20,,Liberal
1764,15,German,Germany,10,lab - groups,status story,Yes,No,No,,,,Female,Female,20,20,,Liberal
1765,15,German,Germany,10,lab - groups,status story,Yes,Yes,No,,,,Female,Female,20,20,,Conservative
1766,15,German,Germany,10,lab - groups,status story,Yes,Yes,No,,,,Male,Male,19,19,,Liberal
1767,15,German,Germany,10,lab - groups,control story,Yes,Yes,No,,,,Male,Male,19,19,,Liberal
1768,15,German,Germany,10,lab - groups,no story,Yes,Yes,Yes,,,,Female,Female,19,19,,Liberal
1769,15,German,Germany,10,lab - groups,no story,Yes,Yes,Yes,,,,Female,Female,20,20,,Liberal
1770,15,German,Germany,10,lab - groups,no story,No,Yes,Yes,,,,Female,Female,20,20,,Conservative
1771,15,German,Germany,10,lab - groups,control story,Yes,Yes,Yes,,,,Female,Female,24,24,,Liberal
1772,15,German,Germany,10,lab - groups,control story,Yes,Yes,Yes,,,,Female,Female,20,20,,Liberal
1773,15,German,Germany,10,lab - groups,status story,Yes,Yes,Yes,,,,Female,Female,25,25,,Liberal
1774,15,German,Germany,10,lab - groups,control story,Yes,Yes,Yes,,,,Female,Female,21,21,,Liberal
1775,15,German,Germany,10,lab - groups,status story,Yes,Yes,No,,,,Female,Female,20,20,,Liberal
1776,15,German,Germany,10,lab - groups,no story,Yes,Yes,Yes,,,,Female,Female,51,51,,Liberal
1777,15,German,Germany,10,lab - groups,no story,Yes,Yes,Yes,,,,Male,Male,21,21,,
1778,15,German,Germany,10,lab - groups,control story,Yes,No,Yes,,,,Female,Female,19,19,,Liberal
1779,15,German,Germany,10,lab - groups,status story,Yes,Yes,No,,,,Female,Female,24,24,,Conservative
1780,15,German,Germany,10,lab - groups,status story,No,No,No,,,,Female,Female,22,22,,
1781,15,German,Germany,10,lab - groups,no story,No,No,No,,,,Male,Male,25,25,,
1782,15,German,Germany,10,lab - groups,no story,Yes,Yes,Yes,,,,Male,Male,30,30,,Liberal
1783,15,German,Germany,10,lab - groups,control story,Yes,No,No,,,,Male,Male,20,20,,Conservative
1784,15,German,Germany,10,lab - groups,control story,No,Yes,No,,,,Female,Female,21,21,,
1785,15,German,Germany,10,lab - groups,status story,No,Yes,No,,,,Male,Male,30,30,,Liberal
1786,15,German,Germany,10,lab - groups,no story,Yes,Yes,Yes,,,,Female,Female,20,20,,Liberal
1787,15,German,Germany,10,lab - groups,status story,Yes,Yes,Yes,,,,Female,Female,29,29,,Liberal
1788,15,German,Germany,10,lab - groups,control story,No,Yes,No,,,,Female,Female,24,24,,
1789,15,German,Germany,10,lab - groups,no story,No,No,Yes,,,,Male,Male,28,28,,
1790,15,German,Germany,10,lab - groups,control story,Yes,No,Yes,,,,Female,Female,18,18,,Conservative
1791,15,German,Germany,10,lab - groups,status story,No,Yes,No,,,,Female,Female,29,29,,
1792,15,German,Germany,10,lab - groups,control story,Yes,Yes,No,,,,Female,Female,19,19,,Liberal
1793,15,German,Germany,10,lab - groups,no story,Yes,Yes,Yes,,,,Female,Female,24,24,,Liberal
1794,15,German,Germany,10,lab - groups,status story,Yes,Yes,Yes,,,,Female,Female,34,34,,Liberal
1795,15,German,Germany,10,lab - groups,status story,No,Yes,No,,,,Male,Male,21,21,,Conservative
1796,15,German,Germany,10,lab - groups,no story,No,Yes,Yes,,,,Male,Male,21,21,,Liberal
1797,15,German,Germany,10,lab - groups,no story,No,Yes,No,,,,Male,Male,20,20,,
1798,15,German,Germany,10,lab - groups,control story,No,Yes,No,,,,Male,Male,20,20,,Liberal
1799,15,German,Germany,10,lab - groups,no story,No,No,No,,,,Male,Male,22,22,,Conservative
1800,15,German,Germany,10,lab - groups,status story,No,No,No,,,,Male,Male,19,19,,Conservative
1801,15,German,Germany,10,lab - groups,status story,Yes,Yes,Yes,,,,Male,Male,32,32,,Liberal
1802,15,German,Germany,10,lab - groups,control story,Yes,No,Yes,,,,Female,Female,21,21,,Conservative
1803,15,German,Germany,10,lab - groups,control story,No,Yes,No,,,,Female,Female,19,19,,
1804,15,German,Germany,10,lab - groups,control story,Yes,Yes,Yes,,,,Female,Female,19,19,,Liberal
1805,15,German,Germany,10,lab - groups,control story,No,Yes,No,,,,Female,Female,20,20,,
1806,15,German,Germany,10,lab - groups,no story,Yes,No,Yes,,,,Male,Male,19,19,,
1807,15,German,Germany,10,lab - groups,no story,No,Yes,Yes,,,,Male,Male,21,21,,Conservative
1808,15,German,Germany,10,lab - groups,no story,No,No,Yes,,,,Male,Male,19,19,,
1809,15,German,Germany,10,lab - groups,control story,Yes,Yes,No,,,,Male,Male,22,22,,Conservative
1810,15,German,Germany,10,lab - groups,status story,No,No,Yes,,,,Female,Female,19,19,,
1811,15,German,Germany,10,lab - groups,status story,Yes,Yes,No,,,,Female,Female,19,19,,Liberal
1812,15,German,Germany,10,lab - groups,no story,Yes,Yes,Yes,,,,Male,Male,22,22,,Liberal
1813,15,German,Germany,10,lab - groups,status story,Yes,Yes,Yes,,,,Male,Male,19,19,,Conservative
1814,15,German,Germany,10,lab - groups,no story,Yes,Yes,Yes,,,,Male,Male,22,22,,Conservative
1815,15,German,Germany,10,lab - groups,status story,Yes,Yes,Yes,,,,Male,Male,22,22,,Conservative
1816,15,German,Germany,10,lab - groups,no story,Yes,Yes,Yes,,,,Male,Male,20,20,,Liberal
1817,15,German,Germany,10,lab - groups,control story,Yes,No,Yes,,,,Male,Male,25,25,,Conservative
1818,15,German,Germany,10,lab - groups,control story,No,Yes,Yes,,,,Male,Male,20,20,,
1819,15,German,Germany,10,lab - groups,status story,Yes,Yes,Yes,,,,Female,Female,22,22,,Liberal
1820,15,German,Germany,10,lab - groups,status story,No,Yes,No,,,,Female,Female,23,23,,Liberal
1821,15,German,Germany,10,lab - groups,status story,Yes,Yes,Yes,,,,Female,Female,21,21,,
1822,15,German,Germany,10,lab - groups,status story,Yes,Yes,No,,,,Male,Male,24,24,,Liberal
1823,15,German,Germany,10,lab - groups,control story,Yes,Yes,Yes,,,,Female,Female,23,23,,Liberal
1824,15,German,Germany,10,lab - groups,no story,No,No,No,,,,Male,Male,23,23,,Conservative
1825,15,German,Germany,10,lab - groups,control story,No,Yes,Yes,,,,Female,Female,46,46,,Liberal
1826,15,German,Germany,10,lab - groups,no story,No,Yes,Yes,,,,Male,Male,24,24,,Liberal
1827,15,German,Germany,10,lab - groups,control story,No,Yes,No,,,,Male,Male,27,27,,Liberal
1828,15,German,Germany,10,lab - groups,no story,Yes,Yes,Yes,,,,Male,Male,34,34,,
1829,15,German,Germany,10,lab - groups,status story,Yes,No,No,,,,Female,Female,26,26,,
1830,15,German,Germany,10,lab - groups,control story,No,Yes,Yes,,,,Female,Female,22,22,,Liberal
1831,15,German,Germany,10,lab - groups,no story,Yes,Yes,Yes,,,,Female,Female,20,20,,Liberal
1832,15,German,Germany,10,lab - groups,no story,Yes,Yes,Yes,,,,Female,Female,21,21,,Liberal
1833,15,German,Germany,10,lab - groups,control story,No,Yes,Yes,,,,Female,Female,25,25,,Liberal
1834,15,German,Germany,10,lab - groups,status story,No,Yes,No,,,,Male,Male,28,28,,Liberal
1835,15,German,Germany,10,lab - groups,control story,Yes,No,Yes,,,,Male,Male,29,29,,
1836,15,German,Germany,10,lab - groups,status story,No,Yes,No,,,,Female,Female,20,20,,Liberal
1837,15,German,Germany,10,lab - groups,no story,No,Yes,No,,,,Female,Female,20,20,,Liberal
1838,15,German,Germany,10,lab - groups,no story,Yes,Yes,Yes,,,,Female,Female,20,20,,Liberal
1839,15,German,Germany,10,lab - groups,status story,No,No,No,,,,Female,Female,21,21,,Liberal
1840,15,German,Germany,10,lab - groups,control story,Yes,No,Yes,,,,Female,Female,20,20,,Liberal
1841,15,German,Germany,10,lab - groups,no story,Yes,Yes,No,,,,Female,Female,21,21,,Conservative
1842,15,German,Germany,10,lab - groups,status story,Yes,Yes,Yes,,,,Male,Male,19,19,,Liberal
1843,15,German,Germany,10,lab - groups,control story,No,Yes,Yes,,,,Female,Female,19,19,,Liberal
1844,15,German,Germany,10,lab - groups,no story,No,Yes,No,,,,Female,Female,19,19,,Liberal
1845,15,German,Germany,10,lab - groups,status story,Yes,Yes,Yes,,,,Female,Female,20,20,,Liberal
1846,15,German,Germany,10,lab - groups,control story,Yes,Yes,No,,,,Female,Female,20,20,,Liberal
1847,15,German,Germany,10,lab - groups,control story,Yes,No,Yes,,,,Male,Male,25,25,,Liberal
1848,15,German,Germany,10,lab - groups,no story,No,No,Yes,,,,Female,Female,20,20,,Liberal
1849,15,German,Germany,10,lab - groups,status story,Yes,Yes,Yes,,,,Female,Female,21,21,,Liberal
1850,15,German,Germany,10,lab - groups,status story,No,No,Yes,,,,Female,Female,20,20,,Liberal
1851,15,German,Germany,10,lab - groups,control story,Yes,Yes,No,,,,Female,Female,21,21,,Liberal
1852,15,German,Germany,10,lab - groups,no story,No,Yes,Yes,,,,Female,Female,20,20,,Liberal
1853,15,German,Germany,10,lab - groups,control story,Yes,Yes,No,,,,Female,Female,19,19,,Conservative
1854,3,English,USA,5,Online,no story,No,No,Yes,White,White,,Female,Female,19,19,,
1855,3,English,USA,5,Online,no story,Yes,Yes,No,White,White,,Female,Female,19,19,,
1856,3,English,USA,5,Online,no story,No,Yes,No,White,White,,Female,Female,20,20,,
1857,3,English,USA,5,Online,status story,Yes,Yes,Yes,White,White,,Female,Female,20,20,,
1858,3,English,USA,5,Online,status story,Yes,Yes,Yes,White,White,,Female,Female,20,20,,
1859,3,English,USA,5,Online,status story,Yes,No,Yes,White,White,,Female,Female,20,20,,
1860,3,English,USA,5,Online,no story,No,Yes,No,White,White,,Female,Female,20,20,,
1861,3,English,USA,5,Online,no story,Yes,No,No,White,White,,Female,Female,19,19,,
1862,3,English,USA,5,Online,no story,Yes,No,No,White,White,,Female,Female,19,19,,
1863,3,English,USA,5,Online,no story,Yes,Yes,Yes,White,White,,Female,Female,19,19,,
1864,3,English,USA,5,Online,no story,Yes,Yes,Yes,White,White,,Male,Male,20,20,,
1865,3,English,USA,5,Online,status story,Yes,Yes,Yes,White,White,,Female,Female,19,19,,
1866,3,English,USA,5,Online,status story,Yes,No,No,White,White,,Female,Female,18,18,,
1867,3,English,USA,5,Online,no story,No,Yes,No,White,White,,Female,Female,20,20,,
1868,3,English,USA,5,Online,status story,Yes,Yes,No,White,White,,Male,Male,18,18,,
1869,3,English,USA,5,Online,no story,No,No,No,American,,American,Female,Female,20,20,,
1870,3,English,USA,5,Online,no story,No,Yes,Yes,White,White,,Female,Female,20,20,,
1871,3,English,USA,5,Online,status story,Yes,No,Yes,White,White,,Female,Female,20,20,,
1872,3,English,USA,5,Online,status story,,,,,,,,,,,,
1873,3,English,USA,5,Online,status story,No,No,No,White,White,,Male,Male,18,18,,
1874,3,English,USA,5,Online,status story,Yes,No,Yes,White,White,,Female,Female,18,18,,
1875,3,English,USA,5,Online,no story,Yes,No,No,White,White,,Female,Female,19,19,,
1876,3,English,USA,5,Online,no story,Yes,Yes,No,White,White,,Female,Female,18,18,,
1877,3,English,USA,5,Online,no story,Yes,Yes,Yes,Asian,Asian or Asian Indian,,Female,Female,20,20,,
1878,3,English,USA,5,Online,no story,No,Yes,Yes,Asian,Asian or Asian Indian,,Male,Male,19,19,,
1879,3,English,USA,5,Online,status story,Yes,Yes,Yes,White,White,,Female,Female,20,20,,
1880,3,English,USA,5,Online,status story,Yes,Yes,Yes,White,White,,Female,Female,20,20,,
1881,3,English,USA,5,Online,status story,Yes,Yes,Yes,White,White,,Male,Male,18,18,,
1882,3,English,USA,5,Online,status story,Yes,Yes,No,White,White,,Female,Female,18,18,,
1883,3,English,USA,5,Online,no story,Yes,No,Yes,White,White,,Female,Female,19,19,,
1884,3,English,USA,5,Online,status story,No,No,Yes,White,White,,Female,Female,19,19,,
1885,3,English,USA,5,Online,no story,No,No,No,White,White,,Female,Female,18,18,,
1886,3,English,USA,5,Online,status story,Yes,No,Yes,White,White,,Male,Male,19,19,,
1887,3,English,USA,5,Online,status story,Yes,No,No,White,White,,Female,Female,18,18,,
1888,3,English,USA,5,Online,no story,Yes,Yes,No,White,White,,Female,Female,20,20,,
1889,3,English,USA,5,Online,status story,Yes,Yes,Yes,White,White,,Male,Male,20,20,,
1890,3,English,USA,5,Online,status story,No,No,No,White,White,,Female,Female,18,18,,
1891,3,English,USA,5,Online,no story,Yes,Yes,Yes,White,White,,Female,Female,19,19,,
1892,3,English,USA,5,Online,status story,Yes,No,Yes,White,White,,Female,Female,19,19,,
1893,3,English,USA,5,Online,no story,No,Yes,No,White,White,,Female,Female,19,19,,
1894,3,English,USA,5,Online,no story,Yes,Yes,Yes,White,White,,Female,Female,18,18,,
1895,3,English,USA,5,Online,no story,Yes,Yes,Yes,White,White,,Female,Female,20,20,,
1896,3,English,USA,5,Online,status story,Yes,No,No,White,White,,Female,Female,19,19,,
1897,3,English,USA,5,Online,status story,Yes,Yes,Yes,White,White,,Female,Female,21,21,,
1898,3,English,USA,5,Online,no story,Yes,Yes,Yes,White,White,,Female,Female,19,19,,
1899,3,English,USA,5,Online,status story,No,Yes,No,White,White,,Female,Female,20,20,,
1900,3,English,USA,5,Online,no story,Yes,Yes,Yes,White,White,,Female,Female,20,20,,
1901,3,English,USA,5,Online,status story,Yes,Yes,Yes,White,White,,Female,Female,20,20,,
1902,3,English,USA,5,Online,no story,Yes,Yes,Yes,White,White,,Female,Female,20,20,,
1903,3,English,USA,5,Online,no story,Yes,Yes,Yes,White,White,,Female,Female,19,19,,
1904,3,English,USA,5,Online,no story,No,Yes,No,White,White,,Female,Female,20,20,,
1905,3,English,USA,5,Online,no story,Yes,No,No,White,White,,Male,Male,19,19,,
1906,3,English,USA,5,Online,status story,No,No,Yes,African American,Black or African American,,Male,Male,20,20,,
1907,3,English,USA,5,Online,status story,No,No,No,White,White,,Male,Male,19,19,,
1908,3,English,USA,5,Online,status story,Yes,Yes,Yes,White,White,,Female,Female,18,18,,
1909,3,English,USA,5,Online,status story,Yes,No,Yes,White,White,,Female,Female,19,19,,
1910,3,English,USA,5,Online,status story,Yes,No,Yes,White,White,,Male,Male,19,19,,
1911,3,English,USA,5,Online,no story,No,No,Yes,White,White,,Male,Male,19,19,,
1912,3,English,USA,5,Online,no story,Yes,Yes,Yes,White,White,,Female,Female,19,19,,
1913,3,English,USA,5,Online,status story,Yes,Yes,No,White,White,,Male,Male,20,20,,
1914,3,English,USA,5,Online,no story,Yes,No,No,White,White,,Male,Male,19,19,,
1915,3,English,USA,5,Online,status story,Yes,Yes,Yes,White,White,,Female,Female,20,20,,
1916,3,English,USA,5,Online,no story,Yes,Yes,Yes,White,White,,Female,Female,20,20,,
1917,3,English,USA,5,Online,status story,Yes,Yes,Yes,White,White,,Female,Female,21,21,,
1918,3,English,USA,5,Online,status story,No,No,No,White,White,,Male,Male,19,19,,
1919,3,English,USA,5,Online,no story,No,Yes,Yes,African,African,,Female,Female,21,21,,
1920,3,English,USA,5,Online,no story,Yes,Yes,Yes,White,White,,Female,Female,20,20,,
1921,3,English,USA,5,Online,no story,Yes,Yes,No,White,White,,Female,Female,19,19,,
1922,3,English,USA,5,Online,status story,No,Yes,Yes,White,White,,Female,Female,18,18,,
1923,3,English,USA,5,Online,status story,No,No,No,White,White,,Female,Female,19,19,,
1924,3,English,USA,5,Online,no story,No,No,No,Hispanic,Hispanic or Latino,,Female,Female,19,19,,
1925,3,English,USA,5,Online,no story,No,Yes,No,White,White,,Female,Female,21,21,,
1926,3,English,USA,5,Online,status story,Yes,Yes,Yes,White,White,,Female,Female,19,19,,
1927,3,English,USA,5,Online,status story,No,No,No,White,White,,Female,Female,18,18,,
1928,3,English,USA,5,Online,status story,Yes,Yes,No,White,White,,Female,Female,22,22,,
1929,3,English,USA,5,Online,status story,No,No,Yes,White,White,,Female,Female,20,20,,
